hpcd,mdc2,value
30063,6,2437
20018,6,2432
20112,1,2430
30162,6,2430
10034,4,2425
20114,5,2422
20026,5,2421
31023,6,2421
10031,7,2415
20030,5,2415
10073,6,2414
20027,5,2413
20085,4,2413
10046,11,2411
544,6,2409
20116,6,2409
10051,6,2407
20086,5,2407
30915,5,2407
20145,6,2403
235,5,2402
30788,4,2394
20067,6,2392
20068,6,2390
31330,6,2382
30131,6,2380
30107,6,2379
20062,6,2376
10036,6,2373
10056,2,2370
20102,5,2370
30583,6,2367
30563,6,2366
90040,7,2365
90194,5,2361
20045,6,2360
30987,6,2350
20123,4,2349
30473,6,2349
30425,6,2346
10023,5,2343
30762,6,2343
31343,6,2331
90034,6,2330
20080,6,2329
10003,6,2328
30643,6,2328
30792,6,2325
580,1,2320
20002,5,2319
30747,6,2319
30559,6,2316
30058,6,2312
10013,5,2308
10057,2,2305
30267,4,2305
30431,6,2304
30159,6,2299
30322,5,2293
90213,6,2293
10074,6,2290
30934,6,2290
31342,6,2289
31016,6,2288
20025,6,2281
2940,2,2280
30753,6,2279
31228,6,2278
20038,5,2276
31319,6,2275
20033,6,2272
20031,2,2269
30171,6,2268
20024,5,2267
20014,6,2263
20034,6,2258
20116,5,2253
31156,6,2247
10063,6,2246
31446,6,2246
30813,6,2245
20051,6,2244
20148,6,2242
10011,6,2241
31172,6,2238
30773,6,2231
31071,6,2226
20141,6,2225
30986,6,2218
31509,6,2216
20036,11,2215
30991,6,2214
10025,5,2213
20069,6,2212
30956,6,2207
30541,6,2204
10024,1,2202
10015,6,2200
31345,6,2200
30394,6,2199
10040,6,2198
30154,6,2198
31271,11,2198
10046,4,2196
20078,4,2193
30516,6,2193
30095,6,2190
30118,6,2189
10022,12,2188
30557,6,2183
30314,6,2182
20030,11,2181
30255,6,2181
10037,6,2180
20146,5,2177
30349,7,2177
20007,6,2175
20093,5,2170
30995,6,2169
30279,6,2164
30789,6,2163
20065,6,2162
30339,6,2160
30498,4,2158
30447,6,2157
10049,12,2156
20100,5,2156
20082,4,2153
20046,6,2148
20122,5,2147
10041,6,2143
20020,6,2143
20088,5,2143
30362,6,2141
30364,4,2139
20042,6,2136
30880,6,2136
20058,6,2131
3064,2,2130
30458,6,2128
31510,6,2127
20018,5,2123
20070,6,2121
3058,6,2120
20047,5,2120
31068,6,2117
10012,5,2114
30004,1,2114
30970,5,2111
20153,6,2110
31018,5,2109
30389,2,2107
30086,6,2099
30256,6,2098
20035,6,2095
20086,4,2095
30413,10,2095
10022,5,2093
30099,6,2093
30962,6,2091
20079,5,2088
30565,12,2088
10050,6,2087
20071,6,2087
31110,6,2086
20074,5,2084
10035,5,2080
30913,6,2080
10033,5,2079
20089,4,2078
20093,6,2078
31003,6,2078
31033,1,2077
30519,6,2075
20104,4,2073
30586,6,2072
20139,6,2071
30003,5,2068
30344,6,2068
30759,4,2068
30441,6,2066
559,6,2064
30905,12,2064
20107,6,2062
30475,4,2059
30014,6,2058
30477,6,2058
20095,5,2055
90162,6,2055
10024,11,2052
30843,6,2052
30406,6,2051
30139,6,2049
10012,2,2048
90110,6,2048
30711,6,2047
30008,11,2046
30978,6,2045
31167,6,2043
30281,11,2042
10075,2,2040
20119,5,2040
30568,6,2039
10026,5,2037
20125,6,2035
30354,6,2035
31338,6,2034
30757,6,2033
20076,4,2030
10034,5,2028
20081,12,2028
10046,7,2027
10056,5,2027
20043,12,2026
30322,6,2026
10031,12,2024
10012,12,2022
31067,6,2021
10030,6,2020
30167,6,2019
10031,11,2017
30258,6,2017
31211,4,2016
30941,4,2014
30902,6,2010
20132,6,2009
20146,4,2009
30696,6,2009
30914,4,2009
30892,6,2008
20016,5,2007
30490,6,2006
30150,6,2005
30735,6,2004
30976,5,2004
31080,6,2004
30296,6,2003
30109,6,2001
20017,6,2000
30785,5,2000
10044,6,1998
20089,5,1996
20121,4,1996
31242,6,1994
30123,11,1993
30777,6,1993
31341,6,1993
20062,5,1992
20143,6,1992
30970,6,1992
10019,11,1991
30584,5,1988
30069,6,1987
30874,6,1986
30290,5,1982
10055,7,1974
20106,5,1974
30365,6,1974
10029,5,1973
20077,5,1973
10054,12,1971
10063,2,1971
20113,6,1971
20120,6,1971
20143,5,1971
30478,6,1971
30138,6,1968
10022,7,1967
30397,6,1967
20106,4,1965
20121,5,1964
31427,6,1964
20008,5,1963
20049,6,1963
10020,4,1961
90132,4,1961
30422,6,1957
30427,6,1957
20095,6,1956
30325,6,1953
10029,4,1947
30310,6,1944
10016,2,1943
30281,5,1943
20114,4,1942
10035,2,1938
10075,7,1937
30799,6,1937
30759,6,1935
30445,6,1934
1824,6,1933
30230,6,1927
30565,6,1924
10046,2,1922
30174,6,1922
30121,9,1920
20053,5,1919
10046,1,1918
10075,12,1918
30568,8,1917
31379,6,1917
30824,6,1916
10014,6,1913
20024,11,1913
31025,6,1912
31208,6,1911
30895,4,1909
30333,6,1906
30773,5,1906
30748,6,1904
30815,6,1903
20151,5,1902
30845,6,1901
30552,6,1898
10047,2,1897
31301,16,1897
10029,11,1896
10026,4,1894
31387,6,1894
10052,2,1893
10018,5,1891
30859,6,1888
10028,2,1887
20125,4,1887
20083,11,1886
10011,5,1885
20082,12,1885
31198,6,1885
2903,6,1882
31241,6,1882
30818,6,1881
3182,6,1879
10055,5,1878
10008,6,1876
20006,4,1875
20055,11,1875
30366,6,1873
30844,6,1870
10013,11,1868
30177,6,1867
31511,6,1867
10007,2,1865
20136,5,1864
30823,6,1863
10017,6,1861
20014,5,1861
30415,6,1861
30964,6,1860
31393,6,1860
20036,5,1859
20003,5,1858
20026,1,1856
30796,4,1856
30820,6,1856
20023,12,1852
31044,6,1852
31159,6,1852
20056,6,1851
2388,11,1849
10022,2,1847
10024,12,1845
30642,5,1845
90178,6,1844
20027,4,1839
30785,6,1839
31115,6,1839
20055,4,1836
10053,5,1834
10069,6,1834
20058,5,1833
10019,3,1831
30548,6,1831
10031,5,1829
30330,5,1829
31076,6,1829
30368,6,1827
10074,4,1824
31109,6,1822
31193,6,1822
20043,9,1821
30184,6,1821
30044,5,1820
10027,5,1819
10053,12,1818
20118,6,1818
20116,11,1816
30484,7,1814
30323,6,1812
31195,6,1812
10024,2,1811
30340,6,1811
30512,6,1810
30994,6,1810
20005,6,1809
20081,5,1809
31469,6,1809
30351,6,1808
10022,4,1807
31430,6,1807
30703,6,1805
20078,12,1804
10070,6,1801
30282,6,1801
30974,6,1801
90220,11,1800
30972,6,1799
20084,2,1798
10053,2,1797
30486,6,1797
30210,6,1796
20029,6,1795
30275,6,1793
1973,2,1792
30349,16,1791
30814,6,1791
30567,5,1790
10027,2,1789
20091,5,1789
30291,6,1787
30707,6,1787
31065,6,1786
30504,16,1785
20109,5,1784
30599,6,1784
20099,6,1783
30838,6,1783
30269,6,1782
10009,6,1781
20094,5,1779
10006,2,1777
20106,11,1776
10022,11,1773
10078,5,1773
30928,6,1773
10066,2,1771
20106,12,1769
20083,4,1767
90164,6,1767
10024,4,1766
31225,6,1766
31140,6,1765
20003,12,1763
30002,6,1763
30904,6,1759
30527,6,1758
31443,6,1758
20137,5,1757
31294,5,1757
31477,5,1756
31043,6,1755
10026,11,1754
10055,11,1754
30988,6,1754
31236,6,1754
31368,6,1751
10001,12,1749
20061,4,1749
20084,6,1748
20123,11,1748
30427,2,1746
30850,6,1746
30470,5,1745
30583,4,1745
30783,4,1742
10020,3,1741
10076,6,1741
30760,6,1741
30967,6,1741
10031,2,1740
30438,5,1737
30773,4,1737
30545,1,1736
20032,5,1735
30379,6,1735
31019,6,1735
10020,5,1734
10080,6,1732
31429,6,1732
30883,11,1730
30903,6,1730
10033,4,1728
31012,5,1728
20103,6,1726
20145,5,1726
30355,6,1726
10012,4,1725
30013,4,1725
3163,7,1724
10034,2,1724
30140,6,1723
30201,6,1723
31087,5,1723
31360,6,1720
324,6,1719
20021,5,1718
20122,4,1718
30571,6,1717
30783,5,1716
10028,5,1715
10071,6,1713
31404,11,1713
30064,5,1711
10007,4,1710
20075,5,1710
90165,7,1710
10034,12,1709
20066,5,1706
30098,6,1706
30283,6,1706
30334,5,1706
10057,5,1704
20048,5,1704
261,1,1702
10013,4,1702
20091,6,1701
30428,6,1701
30662,5,1700
10056,4,1699
30985,6,1699
30557,16,1698
20135,6,1697
30470,6,1696
30334,6,1695
30900,6,1695
30947,6,1694
31473,9,1694
20037,5,1691
20096,5,1690
10058,4,1689
10020,12,1686
10057,12,1686
20129,5,1686
30417,6,1686
10059,5,1685
30025,6,1685
20039,6,1683
10042,5,1682
30526,6,1682
1904,6,1681
10013,2,1681
20133,6,1679
20147,4,1678
30239,11,1678
20022,4,1674
20156,6,1674
31449,6,1674
20082,5,1671
20081,1,1669
30144,6,1669
30974,5,1668
20119,1,1667
30745,6,1667
30774,6,1666
20008,1,1665
30483,6,1665
30201,5,1664
31182,1,1663
1937,6,1662
20126,5,1662
20114,11,1661
20127,12,1661
30093,6,1661
30337,6,1661
10075,11,1658
30273,6,1658
30499,5,1657
20123,1,1656
30101,6,1656
10021,11,1653
30036,7,1653
30871,6,1652
10074,7,1650
30767,6,1649
658,5,1648
10055,2,1645
30895,6,1645
30038,11,1644
30253,4,1644
30899,6,1644
30840,6,1643
20051,11,1642
10061,5,1639
10045,11,1636
31026,2,1634
20018,4,1632
30807,6,1630
20144,5,1626
30761,6,1626
31028,5,1626
10033,11,1625
30673,6,1624
30253,6,1623
20040,4,1622
10025,4,1621
31083,6,1621
10075,5,1620
20050,4,1620
10048,4,1619
1074,10,1618
10047,1,1618
10020,11,1617
30466,14,1617
30950,1,1617
20106,14,1616
30425,4,1616
20092,11,1615
31161,5,1615
20012,4,1613
30223,6,1611
10052,1,1610
30197,6,1610
30307,6,1610
30433,6,1610
10073,4,1608
20031,11,1608
31341,1,1607
768,6,1605
10066,5,1605
20047,12,1605
20138,11,1604
20089,11,1603
20138,5,1603
30600,6,1603
20035,5,1602
20036,12,1601
30026,5,1601
30552,4,1601
31514,6,1601
20076,11,1600
10046,12,1598
20086,16,1598
31502,6,1598
20002,6,1597
31291,6,1597
10025,12,1596
31345,9,1593
10067,2,1592
30547,5,1592
30443,5,1590
20020,5,1589
30039,6,1589
30390,6,1589
30990,6,1588
31342,4,1587
10076,5,1586
30235,11,1586
10047,5,1585
20106,1,1585
3147,2,1584
31162,13,1584
10044,5,1581
20147,5,1581
30760,5,1581
30914,11,1581
20040,5,1580
20108,4,1580
20023,11,1579
20097,5,1579
30227,6,1579
30394,5,1578
31057,6,1578
31503,6,1578
30241,6,1577
10052,5,1576
20086,7,1576
30311,6,1576
30517,6,1576
10004,6,1575
31409,6,1575
20043,4,1573
30203,6,1573
30451,6,1572
30759,5,1572
30788,5,1572
20142,6,1571
31287,12,1570
30190,2,1569
30776,6,1569
20102,4,1567
20091,11,1566
30017,6,1566
30636,6,1566
20063,5,1565
20110,6,1565
30226,5,1564
30782,2,1564
30911,6,1561
30170,6,1559
31212,6,1559
20031,5,1558
30933,6,1558
31090,6,1558
20119,4,1556
30038,4,1556
3114,5,1555
10073,5,1555
20043,11,1555
30212,6,1555
30769,6,1554
30564,6,1553
20054,11,1552
10052,12,1549
30113,6,1547
30639,6,1547
31344,4,1547
10005,4,1545
30023,6,1545
30773,16,1545
31408,11,1545
20081,4,1544
20047,4,1543
31330,5,1541
30747,4,1540
20152,4,1539
30035,6,1538
20079,4,1537
30914,5,1537
20023,4,1536
20054,5,1535
20108,12,1535
30905,14,1534
20088,4,1531
20131,6,1531
30547,12,1531
10061,11,1530
31048,6,1528
3167,7,1527
30244,6,1527
20005,5,1526
10023,4,1525
30269,12,1524
30379,11,1524
30551,6,1524
31173,6,1524
10073,11,1522
30063,4,1522
30797,5,1520
10047,12,1519
20033,12,1519
30515,11,1519
20007,12,1518
20057,16,1518
20024,4,1517
30513,6,1517
31027,1,1517
31327,6,1517
90241,1,1517
10079,5,1515
10082,6,1515
31295,6,1514
31509,5,1514
20036,4,1512
20066,4,1512
30482,12,1512
30168,6,1510
10012,11,1509
20067,4,1509
30836,6,1509
10057,1,1507
20051,5,1507
30612,6,1507
30622,5,1507
30902,5,1506
20021,4,1505
20056,5,1505
31365,6,1505
20152,1,1504
10019,5,1503
20059,5,1501
30796,11,1500
31411,6,1500
10058,5,1499
20096,6,1499
30536,6,1498
31096,6,1497
10024,7,1494
20128,5,1494
30219,6,1494
31108,6,1494
10053,4,1492
31146,6,1492
30543,6,1489
31294,16,1488
10048,12,1486
30967,11,1486
2356,9,1485
20032,6,1485
30015,6,1485
30817,6,1485
10047,4,1484
10079,6,1484
20094,11,1484
30023,13,1484
30059,6,1484
30790,5,1484
10078,4,1482
10024,3,1480
30082,12,1480
30492,14,1480
30780,6,1480
10005,11,1479
30306,6,1479
30873,6,1479
31023,5,1479
20126,4,1478
30833,6,1478
31253,12,1478
20105,6,1477
20144,11,1477
30740,7,1477
31338,7,1477
10035,4,1475
10002,2,1474
30300,6,1474
90156,6,1474
10011,1,1473
30839,6,1473
31330,11,1473
20039,12,1472
31064,6,1472
10053,11,1471
20027,2,1471
30920,6,1471
20102,11,1470
10005,2,1469
20151,4,1469
10048,5,1467
31056,6,1467
10061,4,1465
20090,4,1465
30541,5,1464
10037,2,1463
30763,4,1463
31253,6,1463
90198,11,1462
30640,4,1460
10018,2,1458
30483,5,1458
10054,4,1457
20070,5,1457
30535,6,1455
30739,6,1455
20015,11,1452
10021,1,1451
30429,11,1451
31214,6,1451
1296,6,1450
30865,5,1450
10020,7,1448
20072,5,1447
10007,12,1446
30237,6,1446
31341,11,1446
10029,7,1442
20016,4,1442
30296,5,1441
10072,5,1438
268,10,1436
30063,5,1436
20086,1,1435
90091,6,1435
20123,16,1434
10035,11,1433
20004,1,1433
30363,6,1432
30369,6,1432
30641,4,1432
30698,6,1431
30989,6,1431
10060,5,1430
20109,4,1430
20116,4,1430
30356,11,1430
30976,4,1430
10011,2,1429
30451,5,1429
3131,6,1428
10081,12,1428
20040,11,1426
30765,11,1426
30136,1,1425
10008,2,1423
10072,4,1423
30761,5,1422
20097,4,1421
20127,4,1421
10054,5,1420
20068,4,1420
20107,4,1420
20103,2,1418
20085,1,1417
20079,11,1416
31345,12,1416
31509,7,1416
10002,4,1415
30445,11,1415
30329,6,1414
31282,6,1414
31496,6,1414
10032,11,1413
20001,6,1413
30967,5,1413
31200,5,1413
20046,5,1412
20151,1,1412
30785,4,1412
10023,11,1411
31474,16,1411
90101,6,1411
510,5,1410
10031,4,1410
20121,2,1410
30936,6,1410
30076,6,1409
30310,2,1409
10025,11,1408
10052,4,1408
30136,12,1408
30238,5,1408
10040,5,1407
10075,4,1407
20115,11,1407
20132,5,1407
30399,6,1407
2474,12,1405
20135,5,1405
30499,11,1405
30611,6,1405
30697,6,1405
20098,4,1404
30302,6,1404
31053,6,1404
20036,7,1403
10029,12,1402
30444,5,1402
31345,4,1402
20069,5,1400
20098,5,1399
30014,4,1399
31084,6,1397
20155,4,1395
30837,6,1394
10028,4,1393
20003,11,1393
20057,11,1392
30790,4,1391
10058,1,1390
20008,11,1390
20073,4,1390
20142,5,1390
30581,6,1390
20019,4,1389
20059,11,1389
20126,11,1389
30172,1,1389
30986,5,1389
10007,5,1388
20003,4,1388
90022,6,1388
10047,11,1387
31123,4,1387
31125,6,1387
31511,5,1387
10026,12,1386
10066,12,1385
20117,4,1385
10009,5,1384
10038,2,1384
20013,6,1384
20121,11,1384
30190,6,1382
30273,5,1382
30859,5,1382
30029,6,1380
30061,2,1380
30387,5,1380
30604,6,1379
20111,5,1378
20113,5,1378
20152,16,1378
10059,11,1377
20018,11,1377
20132,4,1377
20045,12,1376
20122,11,1375
20137,4,1375
10015,2,1374
90138,6,1373
30499,1,1372
30662,6,1372
20026,4,1371
31330,4,1371
31028,4,1369
20083,1,1368
30902,4,1368
20075,4,1367
30061,6,1366
10066,4,1365
30432,6,1365
30801,6,1365
30202,6,1364
30228,6,1364
20082,11,1363
31066,14,1363
20008,4,1362
30584,6,1362
30308,14,1361
10065,7,1360
30545,16,1360
30948,6,1359
20061,12,1357
30772,6,1356
30201,4,1355
30679,6,1355
20053,11,1354
30485,4,1354
20125,5,1353
30079,5,1353
10039,4,1352
20057,4,1352
20117,11,1352
30195,6,1352
20048,4,1351
30499,7,1349
30796,5,1349
30925,6,1349
20123,12,1348
90233,2,1348
10032,7,1347
20031,4,1347
2006,5,1346
20104,12,1346
30001,6,1346
10030,5,1345
10059,2,1345
30112,4,1345
10036,5,1344
20094,4,1344
30115,6,1344
31301,1,1344
10010,2,1343
30354,2,1343
30765,4,1343
10048,11,1340
30915,4,1340
30570,4,1339
2226,4,1338
30789,5,1338
20095,4,1337
30538,4,1337
30779,6,1337
30783,11,1337
10068,12,1336
10073,2,1336
20023,1,1336
31421,6,1336
10039,2,1334
10043,12,1334
30021,7,1334
10013,1,1333
20011,4,1333
20053,4,1333
20035,4,1332
30839,5,1331
30667,5,1330
30731,6,1330
10016,11,1329
30319,6,1329
30414,6,1329
20027,7,1328
30327,5,1327
10034,1,1325
30456,12,1325
30529,6,1325
20124,5,1324
10031,1,1323
10033,12,1323
30184,5,1323
10024,14,1322
20111,2,1321
10051,5,1319
31110,4,1319
31263,6,1319
31358,6,1319
20088,11,1318
30254,6,1318
30266,6,1317
30782,11,1317
30865,4,1317
1296,4,1316
10062,11,1316
10041,12,1315
20092,4,1315
10060,1,1314
20011,5,1314
20049,5,1314
30154,4,1314
90236,11,1314
10063,12,1313
30158,6,1313
10005,12,1312
20012,5,1312
20140,5,1312
30068,6,1311
30533,5,1310
30835,5,1310
3015,2,1309
20119,11,1309
20147,1,1309
2549,1,1308
20050,5,1307
30222,6,1307
31511,11,1307
10036,12,1305
20031,12,1305
20055,1,1304
20081,11,1304
30660,6,1304
31142,6,1304
20135,11,1303
30797,4,1303
31242,2,1303
31326,6,1303
20081,16,1302
20144,4,1302
30103,6,1299
30454,5,1299
30757,5,1299
31025,12,1299
10067,5,1298
30356,4,1298
90216,6,1298
10081,2,1297
20072,4,1296
20074,11,1296
31180,4,1296
31331,6,1296
10002,12,1295
10062,4,1295
30661,5,1295
30934,5,1294
30551,5,1293
31304,11,1292
20069,4,1291
20089,1,1291
30317,6,1291
20153,11,1290
30858,6,1290
10037,5,1289
20009,5,1289
30366,2,1289
30381,6,1289
30781,6,1289
10042,11,1288
10045,4,1287
30987,4,1287
10002,7,1286
20123,13,1286
30050,6,1286
30563,11,1286
31122,6,1286
10043,4,1285
10056,11,1284
30880,4,1284
31412,6,1284
31446,12,1284
20046,4,1283
20070,4,1283
31301,12,1283
10034,11,1282
20015,5,1282
30480,6,1282
20034,11,1281
2888,6,1280
20010,4,1280
31448,6,1280
31156,4,1279
2960,2,1278
10074,11,1278
20127,1,1278
10038,5,1277
30186,6,1277
30784,6,1277
30356,5,1276
31037,6,1276
1249,6,1275
20010,11,1275
30454,4,1275
30325,4,1274
20151,12,1273
30169,11,1273
30813,4,1273
10082,2,1272
30083,6,1272
30141,6,1272
31120,4,1271
20085,11,1270
30557,5,1270
30933,16,1270
31406,6,1270
31079,6,1269
30992,11,1268
31202,6,1267
10082,12,1266
20012,11,1266
20067,5,1265
20077,1,1265
30145,6,1265
90026,11,1265
20123,7,1264
10004,5,1263
10048,7,1263
10019,1,1262
30079,6,1262
30570,11,1262
30733,6,1259
10077,11,1258
20154,6,1258
10055,4,1257
31004,5,1257
30084,4,1256
31342,16,1256
10077,5,1255
20147,11,1255
30210,4,1254
30431,11,1254
30934,4,1254
10012,1,1253
30376,6,1253
31399,6,1253
20144,12,1252
10001,4,1251
20007,4,1251
20025,1,1251
31067,11,1251
30835,4,1250
1094,7,1249
20091,4,1249
31269,14,1249
30797,11,1248
30800,6,1248
10030,11,1247
20105,5,1247
20147,7,1247
31461,6,1247
10034,16,1246
20074,4,1246
20131,5,1246
20146,11,1246
31381,6,1246
90013,6,1246
10019,12,1245
30418,6,1245
10027,11,1243
10077,4,1243
20022,11,1243
20125,7,1243
31359,6,1243
31360,5,1243
10033,1,1242
20085,12,1242
20014,12,1241
3132,11,1240
10010,11,1240
20041,4,1240
30949,6,1240
1394,6,1239
20090,5,1239
30448,6,1239
10059,7,1237
20153,4,1237
30607,7,1237
30235,4,1236
20038,11,1235
31080,4,1235
10010,5,1234
20092,5,1234
30134,5,1234
30651,6,1234
31444,6,1234
30055,6,1233
30242,6,1233
30510,6,1233
31186,11,1233
20128,7,1232
30902,12,1232
10065,11,1231
30819,6,1231
30886,1,1231
30983,7,1231
10019,2,1230
10038,4,1230
30445,5,1230
30560,6,1230
10011,11,1229
20001,2,1229
20094,16,1229
30543,11,1229
30880,11,1229
20033,11,1228
30188,6,1228
31379,11,1228
10003,5,1227
20044,1,1227
10015,5,1226
20087,5,1226
30740,6,1226
30905,6,1226
30255,11,1225
30587,6,1225
30846,6,1224
2742,6,1223
20027,16,1223
20080,4,1223
30866,5,1223
30915,11,1223
177,6,1222
20010,5,1222
20083,12,1222
30160,6,1222
31513,11,1222
10078,2,1221
30461,6,1221
20042,5,1220
30533,11,1220
30792,4,1220
10039,5,1219
10065,12,1219
31120,11,1219
90033,1,1219
20062,1,1218
20090,11,1218
10065,4,1217
30281,4,1217
30437,6,1217
31355,6,1217
10060,12,1216
20061,5,1216
20086,11,1216
20089,12,1216
30711,5,1216
30942,6,1216
10062,2,1215
20009,4,1215
30475,6,1215
31301,5,1215
10058,7,1214
10059,4,1214
10077,1,1214
30450,6,1214
30457,6,1214
30759,16,1214
31201,6,1214
30412,6,1213
20050,11,1212
30172,5,1212
10041,11,1211
31029,6,1211
31428,6,1211
30029,16,1209
30577,6,1209
90151,6,1209
10046,16,1207
31377,6,1207
10061,1,1206
30285,6,1206
30467,6,1206
10065,1,1205
30038,5,1205
30290,4,1205
30444,6,1204
30777,4,1204
30835,11,1204
30840,5,1204
10005,1,1203
30813,1,1202
20052,7,1201
30354,5,1201
30857,6,1201
30745,11,1200
31453,6,1200
10018,11,1199
20077,2,1199
30562,6,1199
31184,6,1199
20107,11,1198
90227,6,1198
10042,7,1197
20084,11,1197
20117,13,1197
31488,6,1197
20023,16,1196
20104,1,1196
20108,11,1196
30434,6,1196
30226,11,1195
30591,6,1195
31402,9,1195
31408,4,1195
40,16,1194
20150,4,1194
30720,6,1194
31477,6,1194
1167,5,1193
20015,4,1193
10048,1,1192
20077,12,1192
30875,6,1192
31186,5,1192
20116,2,1191
30131,5,1191
30138,4,1191
10077,2,1190
30288,5,1190
30340,4,1190
10050,2,1189
20005,4,1189
30271,5,1189
30640,5,1189
30813,11,1189
31343,4,1189
90040,16,1189
656,5,1188
30515,4,1188
31200,12,1188
20030,4,1187
30123,18,1187
30372,6,1187
30082,6,1186
30276,6,1186
30501,6,1186
30874,4,1186
31072,6,1186
31337,6,1186
10019,7,1185
10028,11,1185
10081,4,1185
